351,104,413,224,Test40501.jpg,0,0,0351,108,418,217,Test56374.jpg,0,104,104344,112,403,208,Test84458.jpg,0,104,108341,107,403,210,Test10393.jpg,0,104,112347,139,411,276,Test81365.jpg,0,104,112337,121,398,222,Test41058.jpg,0,104,139342,113,407,215,Test10189.jpg,0,104,139339,120,402,217,Test73828.jpg,0,104,139337,117,406,206,Test28005.jpg,0,104,139339,117,402,217,Test15090.jpg,0,104,139341,116,404,217,Test13228.jpg,0,104,139392,127,460,232,Test68252.jpg,0,104,139393,129,460,219,Test57612.jpg,0,104,139423,59,492,179,Test33903.jpg,0,104,139279,92,350,192,Test85009.jpg,0,0,0
281,96,355,189,Test20705.jpg,0,92,0
281,100,353,196,Test28039.jpg,0,92,0
281,96,353,195,Test46239.jpg,0,92,0
281,117,342,225,Test30696.jpg,0,92,0
272,252,343,356,Test37245.jpg,0,92,0
271,293,345,388,Test78267.jpg,0,92,252
269,219,343,329,Test66246.jpg,0,92,293
282,98,348,186,Test4062.jpg,0,92,293
275,91,341,188,Test23976.jpg,1,0,0
275,85,345,188,Test50200.jpg,1,91,0
284,91,344,185,Test44757.jpg,1,91,0
270,91,343,190,Test71812.jpg,1,91,0
283,90,345,185,Test82555.jpg,1,91,0
280,203,342,304,Test17683.jpg,1,91,0
278,283,339,385,Test39664.jpg,1,91,203
271,295,332,402,Test91601.jpg,1,91,283
280,280,345,384,Test35185.jpg,1,91,295
272,120,338,222,Test39223.jpg,1,91,295
276,91,342,187,Test55682.jpg,2,0,0
280,97,354,188,Test86168.jpg,2,91,0
280,94,352,188,Test3985.jpg,2,91,0
281,95,354,192,Test505.jpg,2,91,0
285,87,346,189,Test88317.jpg,2,91,0
279,145,350,257,Test97553.jpg,2,91,0
273,267,347,370,Test78362.jpg,2,91,0
271,281,347,386,Test86532.jpg,2,91,267
276,275,345,379,Test90642.jpg,2,91,281
279,231,344,334,Test31931.jpg,2,91,281
276,84,349,173,Test74864.jpg,2,91,281
276,88,352,187,Test21465.jpg,3,0,0
273,88,353,179,Test94317.jpg,3,88,0
274,87,344,183,Test43684.jpg,3,88,0
287,89,347,190,Test61535.jpg,3,88,0
282,89,351,193,Test76792.jpg,3,88,0
273,136,343,247,Test17725.jpg,3,88,0
275,229,345,324,Test87466.jpg,3,88,0
273,280,341,389,Test37485.jpg,3,88,229
271,282,340,384,Test63798.jpg,3,88,280
271,286,338,387,Test95291.jpg,3,88,282
269,191,339,292,Test53741.jpg,3,88,286
262,84,336,184,Test85735.jpg,3,88,286
276,88,346,180,Test23245.jpg,4,0,0
272,90,352,184,Test63572.jpg,4,88,0
272,87,343,181,Test25094.jpg,4,88,0
283,84,349,187,Test50734.jpg,4,88,0
120,89,202,170,Test73682.jpg,4,88,0
118,53,199,162,Test57080.jpg,4,88,0
166,49,239,143,Test79110.jpg,4,88,0
367,142,426,210,Test81346.jpg,0,0,0
361,142,426,208,Test3500.jpg,0,142,0
368,147,425,208,Test10805.jpg,0,142,0
357,149,424,214,Test74853.jpg,0,142,0
362,149,419,208,Test3320.jpg,0,142,0
368,169,423,246,Test54863.jpg,0,142,0
363,256,416,337,Test91988.jpg,0,142,0
362,273,415,351,Test90162.jpg,0,142,256
356,270,418,354,Test10085.jpg,0,142,273
354,267,413,352,Test74852.jpg,0,142,273
358,167,410,246,Test11911.jpg,0,142,273
362,137,423,208,Test86797.jpg,0,142,273
367,134,419,209,Test73675.jpg,1,0,0
365,137,419,207,Test95092.jpg,1,134,0
366,137,422,209,Test13910.jpg,1,134,0
364,142,424,208,Test65663.jpg,1,134,0
368,138,423,212,Test93310.jpg,1,134,0
356,172,412,247,Test99346.jpg,1,134,0
359,266,425,344,Test82750.jpg,1,134,0
365,276,420,363,Test84725.jpg,1,134,266
356,235,414,324,Test37746.jpg,1,134,276
372,153,420,233,Test5763.jpg,1,134,276
355,133,416,200,Test22255.jpg,1,134,276
365,133,418,207,Test75614.jpg,2,0,0
364,135,419,207,Test17254.jpg,2,133,0
365,132,420,209,Test64982.jpg,2,133,0
360,131,424,205,Test91720.jpg,2,133,0
360,134,416,203,Test21568.jpg,2,133,0
354,175,413,259,Test44440.jpg,2,133,0
363,279,428,354,Test31445.jpg,2,133,0
367,271,420,364,Test77483.jpg,2,133,279
363,273,419,362,Test38127.jpg,2,133,279
369,271,423,352,Test8969.jpg,2,133,279
365,273,421,363,Test49240.jpg,2,133,279
358,140,420,218,Test13707.jpg,2,133,279
359,130,413,203,Test18672.jpg,3,0,0
358,132,413,201,Test71593.jpg,3,130,0
360,132,414,202,Test4336.jpg,3,130,0
355,138,417,216,Test38426.jpg,3,130,0
361,281,423,357,Test65141.jpg,3,130,0
362,283,421,358,Test83755.jpg,3,130,281
363,283,425,358,Test54053.jpg,3,130,283
359,131,415,203,Test17431.jpg,3,130,283
358,134,414,204,Test37114.jpg,4,0,0
354,136,416,211,Test22861.jpg,4,134,0
357,129,414,201,Test47654.jpg,4,134,0
361,132,414,203,Test56234.jpg,4,134,0
359,133,414,203,Test91593.jpg,4,134,0
356,149,413,237,Test33319.jpg,4,134,0
364,256,411,341,Test56922.jpg,4,134,0
358,280,420,358,Test86767.jpg,4,134,256
